item_description,item_description,,,,,,,,,,,
FORTARUN AC I-CBLACK/FTWWHT/CBLACK,FORTARUN AC I CBLACK/FTWWHT/CBLACK,FORTARUN,AC,I,CBLACK/FTWWHT/CBLACK,,,,,,,4
CFC H JSY-CHEBLU/WHITE/POWRED,CFC H JSY CHEBLU/WHITE/POWRED,CFC,H,JSY,CHEBLU/WHITE/POWRED,,,,,,,4
BASKET ID FC 1P-WHITE/BLACK/GREY,BASKET ID FC 1P WHITE/BLACK/GREY,BASKET,ID,FC,1P,WHITE/BLACK/GREY,,,,,,5
FEF ANTH JKT WO-WHITE/POWER RED F05,FEF ANTH JKT WO WHITE/POWER RED F05,FEF,ANTH,JKT,WO,WHITE/POWER,RED,F05,,,,7
CFC H JSY-CHEBLU/WHITE,CFC H JSY CHEBLU/WHITE,CFC,H,JSY,CHEBLU/WHITE,,,,,,,4
LIGHTWEIGHT TAN-MINRED,LIGHTWEIGHT TAN MINRED,LIGHTWEIGHT,TAN,MINRED,,,,,,,,3
MILANO 16 SOCK-BLACK/WHITE,MILANO 16 SOCK BLACK/WHITE,MILANO,16,SOCK,BLACK/WHITE,,,,,,,4
MILANO 16 SOCK-WHITE/BLACK,MILANO 16 SOCK WHITE/BLACK,MILANO,16,SOCK,WHITE/BLACK,,,,,,,4
MILANO 16 SOCK-POWER RED,MILANO 16 SOCK POWER RED,MILANO,16,SOCK,POWER,RED,,,,,,5
MILANO 16 SOCK-BOLD BLUE,MILANO 16 SOCK BOLD BLUE,MILANO,16,SOCK,BOLD,BLUE,,,,,,5
LINEAR LEGGINGS-BLACK,LINEAR LEGGINGS BLACK,LINEAR,LEGGINGS,BLACK,,,,,,,,3
ORIG TREFOIL T-WHITE,ORIG TREFOIL T WHITE,ORIG,TREFOIL,T,WHITE,,,,,,,4
BUCKET HAT AC-BLACK,BUCKET HAT AC BLACK,BUCKET,HAT,AC,BLACK,,,,,,,4
TT ID LIGH TC1P-SESOSL/DGREYH/BLACK,TT ID LIGH TC1P SESOSL/DGREYH/BLACK,TT,ID,LIGH,TC1P,SESOSL/DGREYH/BLACK,,,,,,5
TT ID LIGH TC1P-EQTBLU/GREY/WHITE,TT ID LIGH TC1P EQTBLU/GREY/WHITE,TT,ID,LIGH,TC1P,EQTBLU/GREY/WHITE,,,,,,5
3S PER BP-BLACK/BLACK/VISGRE,3S PER BP BLACK/BLACK/VISGRE,3S,PER,BP,BLACK/BLACK/VISGRE,,,,,,,4
AEROK TEE-CCMELS,AEROK TEE CCMELS,AEROK,TEE,CCMELS,,,,,,,,3
AEROK TANK-CCMELS,AEROK TANK CCMELS,AEROK,TANK,CCMELS,,,,,,,,3
AEROK SHORTS-CCMEBL,AEROK SHORTS CCMEBL,AEROK,SHORTS,CCMEBL,,,,,,,,3
BASKET ID FC 1P-BLACK/DGREYH/WHITE,BASKET ID FC 1P BLACK/DGREYH/WHITE,BASKET,ID,FC,1P,BLACK/DGREYH/WHITE,,,,,,5
CLASSIC LITE-WHITE/BLACK/SOLRED,CLASSIC LITE WHITE/BLACK/SOLRED,CLASSIC,LITE,WHITE/BLACK/SOLRED,,,,,,,,3
EVERLESTO-BLACK/WHITE/SOLRED,EVERLESTO BLACK/WHITE/SOLRED,EVERLESTO,BLACK/WHITE/SOLRED,,,,,,,,,2
EVERLESTO-WHITE/BLACK/SOLRED,EVERLESTO WHITE/BLACK/SOLRED,EVERLESTO,WHITE/BLACK/SOLRED,,,,,,,,,2
PRO ELEVATE 2018-CBLACK/FTWWHT/CBLACK,PRO ELEVATE 2018 CBLACK/FTWWHT/CBLACK,PRO,ELEVATE,2018,CBLACK/FTWWHT/CBLACK,,,,,,,4
ADILETTE CF+-CBLACK/FTWWHT/CBLACK,ADILETTE CF+ CBLACK/FTWWHT/CBLACK,ADILETTE,CF+,CBLACK/FTWWHT/CBLACK,,,,,,,,3
D ROSE LETHALITY-CBLACK/SCARLE/FTWWHT,D ROSE LETHALITY CBLACK/SCARLE/FTWWHT,D,ROSE,LETHALITY,CBLACK/SCARLE/FTWWHT,,,,,,,4
EDGE LUX CLIMA-TECINK/TRABLU/BLUTIN,EDGE LUX CLIMA TECINK/TRABLU/BLUTIN,EDGE,LUX,CLIMA,TECINK/TRABLU/BLUTIN,,,,,,,4
EDGE LUX CLIMA-GRETWO/GRETWO/FTWWHT,EDGE LUX CLIMA GRETWO/GRETWO/FTWWHT,EDGE,LUX,CLIMA,GRETWO/GRETWO/FTWWHT,,,,,,,4
SUPERSTAR WM-CBLACK/MGSOGR/FTWWHT,SUPERSTAR WM CBLACK/MGSOGR/FTWWHT,SUPERSTAR,WM,CBLACK/MGSOGR/FTWWHT,,,,,,,,3
SUPERSTAR WM-LGREYH/REATEA/FTWWHT,SUPERSTAR WM LGREYH/REATEA/FTWWHT,SUPERSTAR,WM,LGREYH/REATEA/FTWWHT,,,,,,,,3
ULTRABOOST X ALL TERRAIN LTD-CBROWN/TRAMAR/CHACOR,ULTRABOOST X ALL TERRAIN LTD CBROWN/TRAMAR/CHACOR,ULTRABOOST,X,ALL,TERRAIN,LTD,CBROWN/TRAMAR/CHACOR,,,,,6
ULTRABOOST ALL TERRAIN-CBROWN/CBROWN/CBLACK,ULTRABOOST ALL TERRAIN CBROWN/CBROWN/CBLACK,ULTRABOOST,ALL,TERRAIN,CBROWN/CBROWN/CBLACK,,,,,,,4
ULTRABOOST CLIMA-FTWWHT/FTWWHT/SYELLO,ULTRABOOST CLIMA FTWWHT/FTWWHT/SYELLO,ULTRABOOST,CLIMA,FTWWHT/FTWWHT/SYELLO,,,,,,,,3
ULTRABOOST CLIMA-CBLACK/CBLACK/SOLRED,ULTRABOOST CLIMA CBLACK/CBLACK/SOLRED,ULTRABOOST,CLIMA,CBLACK/CBLACK/SOLRED,,,,,,,,3
AEROBOUNCE 2 M-SOLRED/SILVMT/SCARLE,AEROBOUNCE 2 M SOLRED/SILVMT/SCARLE,AEROBOUNCE,2,M,SOLRED/SILVMT/SCARLE,,,,,,,4
AEROBOUNCE 2 M-CBLACK/SILVMT/HIRAQU,AEROBOUNCE 2 M CBLACK/SILVMT/HIRAQU,AEROBOUNCE,2,M,CBLACK/SILVMT/HIRAQU,,,,,,,4
ALPHABOUNCE RC.2 M-CBLACK/TRGRME/GREFIV,ALPHABOUNCE RC.2 M CBLACK/TRGRME/GREFIV,ALPHABOUNCE,RC.2,M,CBLACK/TRGRME/GREFIV,,,,,,,4
ALPHABOUNCE RC2 M-CARBON/CARBON/CBLACK,ALPHABOUNCE RC2 M CARBON/CARBON/CBLACK,ALPHABOUNCE,RC2,M,CARBON/CARBON/CBLACK,,,,,,,4
ALPHABOUNCE BEYOND CK M-CBLACK/CARBON/SHOPNK,ALPHABOUNCE BEYOND CK M CBLACK/CARBON/SHOPNK,ALPHABOUNCE,BEYOND,CK,M,CBLACK/CARBON/SHOPNK,,,,,,5
ALPHABOUNCE BEYOND M-CARBON/GRETHR/CBLACK,ALPHABOUNCE BEYOND M CARBON/GRETHR/CBLACK,ALPHABOUNCE,BEYOND,M,CARBON/GRETHR/CBLACK,,,,,,,4
ALPHABOUNCE BEYOND M-CLOWHI/CLOWHI/LEGINK,ALPHABOUNCE BEYOND M CLOWHI/CLOWHI/LEGINK,ALPHABOUNCE,BEYOND,M,CLOWHI/CLOWHI/LEGINK,,,,,,,4
PREDATOR TANGO 18+ TR-CBLACK/CBLACK/RED,PREDATOR TANGO 18+ TR CBLACK/CBLACK/RED,PREDATOR,TANGO,18+,TR,CBLACK/CBLACK/RED,,,,,,5
ALPHABOUNCE BEYOND RLF-CBLACK/SILVMT/CBLACK,ALPHABOUNCE BEYOND RLF CBLACK/SILVMT/CBLACK,ALPHABOUNCE,BEYOND,RLF,CBLACK/SILVMT/CBLACK,,,,,,,4
SWIFT RUN W-BASGRN/FTWWHT/CBLACK,SWIFT RUN W BASGRN/FTWWHT/CBLACK,SWIFT,RUN,W,BASGRN/FTWWHT/CBLACK,,,,,,,4
SUPERSTAR SLIP ON W-RAWGRE/RAWGRE/FTWWHT,SUPERSTAR SLIP ON W RAWGRE/RAWGRE/FTWWHT,SUPERSTAR,SLIP,ON,W,RAWGRE/RAWGRE/FTWWHT,,,,,,5
GAZELLE S&T-STPANU/STPANU/OWHITE,GAZELLE S&T STPANU/STPANU/OWHITE,GAZELLE,S&T,STPANU/STPANU/OWHITE,,,,,,,,3
SUPERSTAR SLIP ON W-CLEORA/CLEORA/FTWWHT,SUPERSTAR SLIP ON W CLEORA/CLEORA/FTWWHT,SUPERSTAR,SLIP,ON,W,CLEORA/CLEORA/FTWWHT,,,,,,5
NMD R1 STLT PK-CBLACK/NOBGRN/BGREEN,NMD R1 STLT PK CBLACK/NOBGRN/BGREEN,NMD,R1,STLT,PK,CBLACK/NOBGRN/BGREEN,,,,,,5
NMD_R1 STLT PARLEY PK-CBLACK/BLUSPI/EQTGRN,NMD_R1 STLT PARLEY PK CBLACK/BLUSPI/EQTGRN,NMD_R1,STLT,PARLEY,PK,CBLACK/BLUSPI/EQTGRN,,,,,,5
NMD CS1 PK-CORBLU/CBLACK/FTWWHT,NMD CS1 PK CORBLU/CBLACK/FTWWHT,NMD,CS1,PK,CORBLU/CBLACK/FTWWHT,,,,,,,4
EQT BASK ADV-CBLACK/FTWWHT/HIRERE,EQT BASK ADV CBLACK/FTWWHT/HIRERE,EQT,BASK,ADV,CBLACK/FTWWHT/HIRERE,,,,,,,4
SUPERSTAR 80S CLEAN-FTWWHT/FTWWHT/GOLDMT,SUPERSTAR 80S CLEAN FTWWHT/FTWWHT/GOLDMT,SUPERSTAR,80S,CLEAN,FTWWHT/FTWWHT/GOLDMT,,,,,,,4
EQT SUPPORT PK 1/3-GRETWO/FTWWHT/SUBGRN,EQT SUPPORT PK 1/3 GRETWO/FTWWHT/SUBGRN,EQT,SUPPORT,PK,3-Jan,GRETWO/FTWWHT/SUBGRN,,,,,,5
EQT SUPPORT 91/18-CBLACK/CGRANI/SUBGRN,EQT SUPPORT 91/18 CBLACK/CGRANI/SUBGRN,EQT,SUPPORT,91/18,CBLACK/CGRANI/SUBGRN,,,,,,,4
PW TENNIS HU-CBLACK/CBLACK/CWHITE,PW TENNIS HU CBLACK/CBLACK/CWHITE,PW,TENNIS,HU,CBLACK/CBLACK/CWHITE,,,,,,,4
POD-S3.1-CBLACK/CBLACK/GRETWO,POD S3.1 CBLACK/CBLACK/GRETWO,POD,S3.1,CBLACK/CBLACK/GRETWO,,,,,,,,3
STAN SMITH NEW BOLD W-CLOWHI/FTWWHT/FTWWHT,STAN SMITH NEW BOLD W CLOWHI/FTWWHT/FTWWHT,STAN,SMITH,NEW,BOLD,W,CLOWHI/FTWWHT/FTWWHT,,,,,6
CAMPUS-RAWIND/FTWWHT/CRYWHT,CAMPUS RAWIND/FTWWHT/CRYWHT,CAMPUS,RAWIND/FTWWHT/CRYWHT,,,,,,,,,2
NMD_R1 STLT PK W-CLEORA/CLEORA/CLOWHI,NMD_R1 STLT PK W CLEORA/CLEORA/CLOWHI,NMD_R1,STLT,PK,W,CLEORA/CLEORA/CLOWHI,,,,,,5
N-5923 W-OWHITE/FTWWHT/CBLACK,N 5923 W OWHITE/FTWWHT/CBLACK,N,5923,W,OWHITE/FTWWHT/CBLACK,,,,,,,4
SAMBAROSE W-FTWWHT/CBLACK/GUM5,SAMBAROSE W FTWWHT/CBLACK/GUM5,SAMBAROSE,W,FTWWHT/CBLACK/GUM5,,,,,,,,3
SOBAKOV-CBLACK/FTWWHT/GUM3,SOBAKOV CBLACK/FTWWHT/GUM3,SOBAKOV,CBLACK/FTWWHT/GUM3,,,,,,,,,2
PROPHERE W-CLEMIN/CLEMIN/SOLRED,PROPHERE W CLEMIN/CLEMIN/SOLRED,PROPHERE,W,CLEMIN/CLEMIN/SOLRED,,,,,,,,3
TUBULAR DUSK-CBLACK/FTWWHT/SOLRED,TUBULAR DUSK CBLACK/FTWWHT/SOLRED,TUBULAR,DUSK,CBLACK/FTWWHT/SOLRED,,,,,,,,3
KAMANDA 01-ENEINK/ENEINK/CRYWHT,KAMANDA 01 ENEINK/ENEINK/CRYWHT,KAMANDA,1,ENEINK/ENEINK/CRYWHT,,,,,,,,3
CLOUDFOAM ILATION MID-FTWWHT/CBLACK/MSILVE,CLOUDFOAM ILATION MID FTWWHT/CBLACK/MSILVE,CLOUDFOAM,ILATION,MID,FTWWHT/CBLACK/MSILVE,,,,,,,4
CLOUDFOAM ILATION MID-CBLACK/MSILVE/FTWWHT,CLOUDFOAM ILATION MID CBLACK/MSILVE/FTWWHT,CLOUDFOAM,ILATION,MID,CBLACK/MSILVE/FTWWHT,,,,,,,4
CF QTFLEX W-CBLACK/CBLACK/TRAPNK,CF QTFLEX W CBLACK/CBLACK/TRAPNK,CF,QTFLEX,W,CBLACK/CBLACK/TRAPNK,,,,,,,4
RACER TR INF-SCARLE/CBLACK/FTWWHT,RACER TR INF SCARLE/CBLACK/FTWWHT,RACER,TR,INF,SCARLE/CBLACK/FTWWHT,,,,,,,4
RACER TR INF-PETNIT/CBLACK/FTWWHT,RACER TR INF PETNIT/CBLACK/FTWWHT,RACER,TR,INF,PETNIT/CBLACK/FTWWHT,,,,,,,4
RACER TR INF-SUPPNK/CBLACK/FTWWHT,RACER TR INF SUPPNK/CBLACK/FTWWHT,RACER,TR,INF,SUPPNK/CBLACK/FTWWHT,,,,,,,4
ADILETTE SHOWER-CBLACK/FTWWHT/CBLACK,ADILETTE SHOWER CBLACK/FTWWHT/CBLACK,ADILETTE,SHOWER,CBLACK/FTWWHT/CBLACK,,,,,,,,3
ADILETTE SHOWER-CONAVY/FTWWHT/CONAVY,ADILETTE SHOWER CONAVY/FTWWHT/CONAVY,ADILETTE,SHOWER,CONAVY/FTWWHT/CONAVY,,,,,,,,3
POD-S3.1 C-CBLACK/CBLACK/LEGIVY,POD S3.1 C CBLACK/CBLACK/LEGIVY,POD,S3.1,C,CBLACK/CBLACK/LEGIVY,,,,,,,4
X_PLR J-GREONE/FTWWHT/FTWWHT,X_PLR J GREONE/FTWWHT/FTWWHT,X_PLR,J,GREONE/FTWWHT/FTWWHT,,,,,,,,3
ADILETTE CF ULTRA-CBLACK/CBLACK/CBLACK,ADILETTE CF ULTRA CBLACK/CBLACK/CBLACK,ADILETTE,CF,ULTRA,CBLACK/CBLACK/CBLACK,,,,,,,4
GOLETTO VI FG-CBLACK/FTWWHT/SOLRED,GOLETTO VI FG CBLACK/FTWWHT/SOLRED,GOLETTO,VI,FG,CBLACK/FTWWHT/SOLRED,,,,,,,4
GOLETTO VI IN-CBLACK/FTWWHT/SOLRED,GOLETTO VI IN CBLACK/FTWWHT/SOLRED,GOLETTO,VI,IN,CBLACK/FTWWHT/SOLRED,,,,,,,4
ADILETTE CF ULTRA-CONAVY/CONAVY/CONAVY,ADILETTE CF ULTRA CONAVY/CONAVY/CONAVY,ADILETTE,CF,ULTRA,CONAVY/CONAVY/CONAVY,,,,,,,4
KYASO ADJ-CBLACK/FTWWHT/CBLACK,KYASO ADJ CBLACK/FTWWHT/CBLACK,KYASO,ADJ,CBLACK/FTWWHT/CBLACK,,,,,,,,3
KYASO ADJ-SHOBLU/CONAVY/CONAVY,KYASO ADJ SHOBLU/CONAVY/CONAVY,KYASO,ADJ,SHOBLU/CONAVY/CONAVY,,,,,,,,3
VOLOOMIX-CBLACK/SILVMT/CBLACK,VOLOOMIX CBLACK/SILVMT/CBLACK,VOLOOMIX,CBLACK/SILVMT/CBLACK,,,,,,,,,2
VOLOOMIX-TECSTE/FTWWHT/TECSTE,VOLOOMIX TECSTE/FTWWHT/TECSTE,VOLOOMIX,TECSTE/FTWWHT/TECSTE,,,,,,,,,2
SUPERSTAR-FTWWHT/CBLACK/CBLACK,SUPERSTAR FTWWHT/CBLACK/CBLACK,SUPERSTAR,FTWWHT/CBLACK/CBLACK,,,,,,,,,2
SUPERSTAR-FTWWHT/FTWWHT/FTWWHT,SUPERSTAR FTWWHT/FTWWHT/FTWWHT,SUPERSTAR,FTWWHT/FTWWHT/FTWWHT,,,,,,,,,2
LITE RACER W-FTWWHT/FTWWHT/MSILVE,LITE RACER W FTWWHT/FTWWHT/MSILVE,LITE,RACER,W,FTWWHT/FTWWHT/MSILVE,,,,,,,4
